574	5938
313	15266
51	14212
323	19099
2080	2904
12	6708
27	2922
294	5589
369	4189
54	8630
188	7240
88	1224
219	40928
45	3439
216	41567
168	16526
22	62279
67	6123
492	18996
49	6138
2059	5471
289	6735
470	22704
205	3327
240	11520
123	35985
34	6994
991	9739
59	22302
369	19887
50	19668
22	29372
17	47191
348	11049
107	8693
23	4179
55	44705
171	24756
95	3940
47	150
117	2584
250	6690
223	24465
117	6584
343	17858
383	18337
1016	13261
190	10546
14	8657
129	48959
74	39390
46	2461
1558	650
216	39493
69	6192
130	23414
73	13129
6	22930
160	36589
17	20627
329	16314
147	14566
127	23133
208	13121
18	23944
68	30773
34	12227
14810	221
747	9385
24	28924
13	5969
270	32910
1137	13448
562	4253
241	10342
610	16710
552	12972
278	350
61	28789
174	34131
583	22704
33	19923
924	19200
8	23100
17	54361
682	20164
411	1400
155	15187
1801	415
10	56358
481	3460
2	33107
217	6430
201	10809
560	30434
106	3320
433	26415
270	275
1328	616
241	56575
170	18352
370	29534
790	14177
844	1438
188	11563
436	2635
689	16114
949	5722
6	45740
49	30994
260	36287
13	31553
194	25281
122	5553
422	4249
253	28198
429	33000
619	7691
2182	354
298	22929
700	22870
2223	933
73	4157
287	2815
81	18213
344	238
10	18038
858	16784
565	28003
129	2807
1336	5733
23	34205
124	34622
650	10084
122	46562
183	192
198	16137
626	8647
332	26048
54	4466
1535	14967
1256	14125
701	9024
384	13855
5619	60
338	629
191	16815
689	10684
103	29698
1897	494
211	12664
270	47371
170	53701
217	10063
289	36244
115	26547
209	21391
165	26502
60	40976
246	8412
1312	8656
447	3244
211	25599
503	10952
7	35809
143	17400
1135	835
265	7443
204	34012
429	9866
152	45124
5	4814
323	877
14	6284
502	4958
324	47100
144	17403
322	15638
404	3455
375	10391
593	29024
27	13182
167	46084
356	29050
484	11748
224	36919
126	16257
81	28305
258	35102
113	1207
741	2656
766	18228
49	25290
349	22597
1938	782
2157	48
82	4687
73	36335
2	32200
34	2377
194	20160
53	34377
344	3674
6	31253
534	51567
27	17290
443	4338
2074	3764
1625	8563
704	1941
497	9517
226	25959
1054	2216
64	9983
563	10245
175	24263
81	6354
90	21789
72	6766
137	37348
9	558
2	8308
166	8534
1955	7165
58	3796
185	23670
559	1572
7895	679
2	58429
336	34393
155	7923
734	7026
75	21608
682	23358
242	9583
34	1326
121	7970
91	18201
33	8127
61	5920
310	11351
319	54903
195	4729
65535	61365
191	28130
670	5273
284	19409
50	192
20	9932
735	12174
1	38268
252	14722
5	25499
607	30392
2321	783
341	33715
151	10074
261	4046
1009	18535
182	429
57	42431
495	6344
153	4485
7	18616
68	3913
28	28450
147	10865
221	28780
318	10579
195	39208
70	11036
372	22371
92	44549
248	39583
926	522
3350	3381
676	15749
92	14034
8	15535
951	6731
64	38254
343	30915
154	4363
49	26062
205	11023
459	3653
85	21324
145	13316
22	18617
528	27017
708	719
337	18448
523	12387
124	33080
24	5557
100	2048
122	34707
127	1940
194	21959
290	14035
3690	63
842	9598
9253	1504
83	27783
823	24303
142	60924
59	60884
498	24123
634	35233
104	12969
1736	27
460	5052
450	5891
3431	814
101	1551
36	28128
164	11172
109	12215
1104	8782
138	13665
208	48223
237	43890
809	7600
199	43425
154	33646
22	4602
23	2945
0	30039
1600	1535
39	8180
483	8082
3	1932
791	143
492	25717
51	26259
247	34706
640	11953
1287	1062
402	21222
1112	1363
1228	3403
15	40090
1433	973
597	6967
126	15848
31	31786
19	20857
19	43501
406	21347
82	58199
94	20086
283	8320
42	27068
565	14992
44	30904
632	11346
190	40168
20	39941
38	11353
289	5826
258	15159
292	16004
54	4675
280	7032
387	16412
55	36490
262	14076
90	46092
79	35984
698	20210
152	47085
40	3180
705	36059
0	4633
42	34562
114	15207
123	38065
319	44337
110	9099
719	4220
71	32595
6071	780
177	15672
18	592
225	11121
17	54243
432	10582
354	17910
920	1899
328	5063
309	28156
3	15150
138	27149
311	39925
47	4328
781	782
602	8192
164	27331
102	17374
254	15172
56	22931
91	28989
456	26194
111	29156
255	55566
666	6065
23	23716
81	17671
196	13139
547	6041
186	19485
271	5059
98	31213
559	7609
322	38673
149	8349
267	13934
216	21469
45	25149
134	52141
361	35468
119	4642
635	14434
103	24371
8	35206
22	9551
43	5779
316	5098
15	8850
696	15539
314	49056
3656	2861
1510	611
107	27117
224	20596
2979	410
967	6993
513	26210
7	17369
826	21597
22	3032
68	39251
153	2250
22	68
204	37720
53	626
3	20329
176	2244
358	24137
28	19311
140	5077
621	15320
5	23438
439	9159
715	11927
8	29058
463	22827
223	14951
40	2786
1065	8303
144	12556
252	29468
146	27760
609	16140
121	40564
92	5633
147	9304
408	37467
594	14096
259	5326
4404	276
51	23922
25	23232
172	44795
17	25001
29	26594
307	12967
38	23820
164	178
78	18549
4	10572
268	8668
54	9919
300	2245
130	19055
13	27122
23731	81
1250	7847
728	16590
239	17160
165	43620
73	53344
35	38960
11	57304
111	30426
206	12307
89	43097
1936	3812
75	40656
359	17365
11	33659
282	19115
102	19057
114	8738
800	4836
5	4942
33	18807
62	39292
79	3916
70	16364
113	26628
467	11892
10	18626
475	12389
1135	3034
287	10396
14	36729
6	16295
158	926
538	30713
86	6250
472	10543
14	12538
18	42091
114	19167
90	49004
330	4289
43	44676
125	1591
23	18109
8701	472
888	6193
297	48678
210	26540
849	11567
602	14597
197	24082
71	27570
520	6771
43	21029
89	28514
831	6406
23	8112
15	41176
110	26992
221	14183
40	18759
1404	5191
138	27759
471	35828
204	12202
665	9556
502	21489
0	608
34	3683
220	23082
55	7266
27	36073
325	13914
204	26120
83	28278
474	9268
118	6965
272	12420
262	7516
13	3076
115	23888
577	11151
1396	6116
336	22953
5124	658
419	6515
90	33900
11	9888
1	53873
1	15535
78	43720
1107	1381
372	2870
124	26063
1159	6810
181	5048
25	3566
278	19202
296	35329
9	29750
367	30864
114	11471
776	4912
54	41518
14679	338
21	1115
20	26378
217	8061
59	498
128	38284
33	25504
2869	970
73	9746
179	1303
145	28685
348	2221
990	5829
457	41111
374	7239
2265	2534
211	31396
98	5724
20	24271
814	14988
112	25487
315	7181
227	28874
410	5080
141	24005
1	42973
34	17214
74	13183
319	16244
28	3987
638	30812
67	51421
61	37871
9	29295
414	22472
76	18980
1991	3850
95	876
268	24461
590	15997
13	12775
480	10353
601	7834
426	52643
473	17945
11	1296
113	10586
343	8324
44	4263
69	4933
23	54715
268	32556
135	393
207	26601
258	42855
332	5979
10	19521
146	27517
292	27805
242	19594
24	40207
1200	11768
86	13440
178	4895
492	4661
128	10974
179	2324
3637	3819
16	542
469	2559
42	54980
132	48182
14	14019
676	9531
162	30855
266	17039
98	46838
386	8959
304	30311
115	27845
6	22157
98	16363
433	6795
0	5699
94	1290
1	42622
15	54838
212	29922
307	32426
65535	42233
178	14960
1162	2250
115	36524
116	1913
137	4307
559	1530
546	5004
90	6174
57	56492
646	7802
89	9655
71	8711
387	20567
51	25891
484	40472
781	12138
69	5348
587	1434
261	24114
153	3890
397	9642
4277	1988
251	45640
1362	16587
58	22196
507	9131
598	103
90	2625
5195	946
46	5795
191	17099
796	637
842	17625
217	21000
56	21906
230	2180
420	19455
28	33085
32	12880
2027	7159
182	199
147	30224
65	11433
282	1589
256	7450
94	3555
29	6369
71	19200
48	3033
353	5981
21	27459
42	1762
9351	1402
66	34248
1455	12305
116	14255
265	22652
86	5645
48	4365
196	1124
773	1078
459	7102
8	1909
102	14742
1666	14077
344	5139
276	29871
76	8925
729	17798
1534	3147
1059	8559
120	7333
72	10865
539	7932
12	22667
215	5432
30	40647
93	14113
88	23122
65535	42210
111	1630
3	9137
602	12188
382	1651
165	12597
391	23516
60	12689
9	39519
226	44297
29	15955
4386	2884
31	186
58	10327
346	36665
169	7014
55	17919
33257	305
587	10752
75	35179
252	44573
96	42001
90	1808
250	20751
468	18468
105	36600
296	22380
214	57012
367	24200
347	12907
79	20597
565	2010
637	3836
89	26214
93	25586
149	36514
134	7040
745	15974
150	4868
5	13027
138	15722
652	3038
790	8575
2747	2444
884	3648
241	20331
1078	919
169	18701
656	19600
209	35949
239	10137
322	36128
92	20995
554	12719
254	41328
287	13587
705	1105
39	32934
334	3971
414	10766
234	59962
251	5643
422	15009
4301	2959
144	43077
356	28454
30	32528
230	8104
389	24709
457	7362
215	17881
209	2299
493	22556
475	7170
158	9657
16	32456
1817	2310
91	215
621	29193
126	4080
25	6902
728	17148
3	9404
106	37337
84	14888
518	34738
481	3133
852	2942
94	10795
45	22298
66	1973
304	18303
319	35318
60	3974
126	35042
94	5701
180	16072
717	6606
46	9665
614	18890
214	4999
343	14966
307	12303
618	8393
12	35312
534	18033
225	41872
4122	2025
171	13517
139	43176
13	8743
92	22232
252	25138
8	9010
49	30832
24	19857
213	17502
578	8907
484	58
678	4583
230	16360
102	51933
565	4453
173	22926
256	2415
202	32734
3	6888
181	23265
234	12738
20	1413
236	11508
396	21036
475	18855
228	10191
41	9850
150	15310
122	20624
237	26151
403	54444
199	17853
428	7191
847	3015
1096	3373
473	546
153	6497
1008	1849
423	17933
324	22672
488	9936
1	6108
69	30319
70	12662
529	4859
1146	652
863	4359
1320	22552
1153	646
231	31228
65	46174
4173	293
229	14996
979	13983
49	33342
142	37392
113	17085
105	17399
1069	1500
161	36321
277	27944
1220	2230
2397	4280
164	590
8558	2462
514	19956
5235	2888
216	15128
1088	8971
262	10968
2570	1086
154	6524
1028	968
22	27229
888	7657
174	6287
485	10852
169	50090
104	27528
154	39631
192	1570
281	19050
1461	13906
84	38012
154	56364
378	32054
417	40800
17	56482
309	1688
63	46061
510	51284
87	23042
88	26915
108	21948
8	7544
187	19045
176	17306
348	40287
293	25480
1037	8345
941	7968
140	6011
1363	1182
61	12537
177	30749
111	3040
33	4923
945	14314
312	31187
2319	4515
147	3981
4208	3593
1332	6273
322	1324
1174	6667
321	16230
194	23970
105	52350
139	32608
100	34279
1476	4466
180	247
279	29234
683	7602
220	18858
177	31836
713	15089
191	2862
23	25783
3313	870
388	8197
542	9882
52	20934
372	16911
23	36627
65535	34169
33	23439
1335	7000
349	27133
371	17120
261	8730
15	18928
332	33127
155	1669
1411	6421
67	6967
663	7292
774	132
81	40996
98	35630
697	270
636	1431
375	1993
2	32513
723	28104
389	14390
369	1842
95	1399
84	49096
1190	15909
752	20818
460	872
210	38212
134	1402
104	52868
19	8719
224	11661
2691	5686
33	41868
184	12635
289	748
348	5165
15	46644
2992	3424
6227	678
815	1471
2950	79
2509	457
3	30150
188	21051
11	26094
897	1783
208	10884
217	38728
5	25240
6	13813
148	16939
36	59914
1153	7061
497	5910
150	33782
319	8450
15	11422
71	8910
46	16127
3621	251
63	42082
14	6672
45	8974
233	19868
28	32284
616	14356
49	16636
216	41092
452	779
39	4438
78	15538
48	2394
42	11752
509	14755
342	24477
43	14139
310	40308
662	7284
90	7746
119	11523
29	44666
2273	5325
676	11793
1563	7500
20	16055
37	506
164	37383
283	13875
41	806
372	30
326	33643
1419	5917
85	5637
367	5732
4	27596
155	9002
1366	6517
380	53147
40	34254
67	6845
46	31876
166	7735
233	34485
88	29200
618	8081
489	5241
40	2584
386	3270
3	30853
328	17607
509	19096
3	18792
583	35947
992	5000
336	11004
512	7938
182	2268
65535	5483
111	31476
699	6214
172	59919
11	8958
2139	2995
1428	138
126	25612
178	4038
570	17121
129	20525
407	33918
124	53525
291	37754
14	17603
15029	102
118	20332
65535	7398
222	5583
242	37886
34	9414
700	3894
987	2470
345	44147
55	30135
63	18533
1180	3784
427	2636
74	26793
20	40111
1201	19529
65535	40869
36	7925
994	5587
490	20169
20	15767
49	14277
16355	247
421	15485
429	1778
321	26613
336	5683
156	14381
44	32433
393	30697
457	32976
153	3472
1714	10672
359	22825
18	2821
377	4438
203	21358
355	36451
286	4588
93	19362
233	18505
23	11868
94	1357
16	7263
14591	345
36	10210
9	19642
242	16129
81	26636
324	27045
58	7577
779	5935
186	7561
1	22512
128	16196
39	54124
355	14618
1070	5124
53	24109
15	46190
351	2627
181	8719
210	25968
147	39628
1679	10587
845	6513
179	52592
103	41671
270	5788
223	26939
329	19017
314	3204
989	6907
38	5438
80	54167
22	6274
7	17595
443	10922
9	34543
19	18468
634	30570
396	8377
145	47389
2235	5840
108	13139
54	22420
243	8049
9	15984
386	30618
607	24523
514	3153
973	157
59	18018
86	38094
109	2578
486	1971
318	34531
2089	3176
93	3255
195	51959
499	2507
249	15754
274	13386
195	13455
3026	1442
358	47725
430	29091
23	30288
9	27112
55	27213
911	7655
389	602
2	39689
133	1903
4	41264
3056	4787
330	42870
1460	583
257	30574
4	5644
99	27617
52	4354
323	34428
74	11132
19	6605
116	34450
141	20496
64	32132
84	13469
131	31363
369	8435
259	25708
170	5575
67	36913
183	1947
7	36005
178	53333
777	2862
56	18457
52	20566
6	6309
240	16604
339	24241
187	15983
620	25661
414	6116
80	14370
247	1626
245	10609
295	10943
196	49738
409	12321
16	6212
340	10885
1201	6239
167	51119
1396	7694
2772	2644
382	1803
36	25568
125	22269
162	16153
346	22575
968	1722
533	31829
301	3710
242	16769
90	21492
431	4672
16	4500
96	20103
291	33944
783	12012
42	35524
48	4084
35	22132
11574	1121
372	15485
126	27465
12	7483
42	36890
123	21961
8	16039
107	26933
221	3900
75	58781
443	16408
502	20324
113	7438
144	548
555	9645
214	5981
62	4648
155	37564
35	15062
111	15599
29	5095
57	10597
68	39992
727	16161
12	8448
198	37113
1743	4234
2	17956
116	10937
449	1328
1208	1364
485	5661
481	27754
251	29541
68	22791
145	15991
171	32889
645	4967
555	18744
50	7336
1785	7861
47	7079
17	46000
38	1096
40	19509
941	2748
1199	6492
2	2926
809	347
115	556
330	9333
166	25806
364	6400
117	2875
7	42424
555	35485
3707	4862
20	8083
13	16373
184	29717
302	6257
77	43947
249	37301
543	30713
1007	2832
917	854
19	13007
725	18514
1097	7360
16549	1230
307	2161
25	58995
211	16252
12	36317
136	39963
34	4300
71	1726
482	32714
167	14381
25321	99
275	23003
470	1016
346	3048
1005	3550
1294	8072
58	5464
1156	6376
103	18767
251	10202
166	33913
69	3796
227	17509
262	5902
122	2773
962	18662
468	28444
124	64374
115	28085
1620	6288
136	12038
154	30146
64	29125
1050	11061
28	48519
437	1070
134	3876
1669	1795
427	33654
88	9386
3607	3246
30	52592
39	4187
64	43409
136	9356
60	13596
84	23175
105	29991
14	8592
395	22164
296	24228
255	21368
65535	34836
243	2861
1436	4571
55	28255
446	5433
117	2607
500	21283
13	21116
158	54022
89	8306
20	519
2299	1247
1491	5454
43287	55
64	33668
506	31497
481	19895
1052	2277
420	7041
892	24667
104	1030
138	27684
40	21810
197	7317
142	23603
387	46272
177	49749
19	35761
193	2863
24	7230
601	34978
208	36153
104	5232
997	6343
107	13381
29891	370
501	4051
12	29344
32	8561
575	13596
435	34776
89	17386
24	283
386	41662
923	7828
623	7949
50	7823
14	4835
86	22519
405	225
98	10532
1467	2869
642	4936
139	13978
279	4119
446	14685
1654	2015
77	42218
210	41463
795	2360
367	6625
213	8958
44	10136
1036	7091
854	17731
61	208
343	36750
1964	1010
423	8122
269	33220
60	29220
449	7972
7	12848
244	14467
22	50795
466	4647
47	2376
330	1718
88	28962
1153	5609
151	22917
230	2007
32	7971
171	5416
281	4212
477	15560
310	13472
4	18
228	31451
386	32700
241	14542
330	3910
434	9351
86	2930
58	15956
432	20172
290	38993
728	16536
4	5911
385	2222
5465	1599
302	1078
760	4644
719	8392
511	30187
62	34502
11	5467
468	4121
1104	12097
50	20092
374	6143
19	4162
3	32948
32	30736
200	27891
37	44756
2360	1186
1043	4188
56	33818
2426	843
74	14920
15	28468
505	18032
769	7607
1429	1756
50	25647
57	23134
131	3296
4	5934
1774	773
20	15622
96	2724
452	1465
1255	821
35	13746
167	19477
182	10910
374	11219
389	31827
86	48644
352	55955
1562	411
257	13232
58	14656
175	12351
1072	14533
651	425
186	16870
903	3066
27	14719
277	9287
24	18416
526	6635
15	15334
69	14117
18	18577
100	2322
1281	13811
194	370
614	12905
477	20091
120	992
65	712
1116	5590
82	17535
16	5397
179	38425
68	5322
106	1264
127	40562
19	9309
0	4590
838	7801
280	26676
260	462
12	31791
116	50042
17	19742
255	25794
146	14355
209	3459
454	14466
7	513
40	8949
309	10909
264	14291
6497	92
328	17401
125	10982
65	2429
495	5584
221	993
9716	773
899	15982
548	1375
144	30370
107	41152
101	58904
157	18782
369	7185
34	21533
280	20545
148	28232
468	772
197	11052
978	2203
1673	1416
54	15751
402	11590
667	388
53	19962
1019	12308
895	248
90	13791
87	2713
412	18063
1765	764
398	11230
2928	2576
229	8049
218	10904
525	31633
36	10658
88	3433
13	10485
612	25766
964	5811
111	43998
766	8820
9	25097
14	46079
343	4402
81	16662
211	55
67	19639
212	8736
32	45939
47	2496
279	12584
265	9851
29	1276
298	52631
64	21118
389	2709
84	28759
1060	872
301	8332
18	43357
201	1187
194	1079
54	42176
286	12963
111	12006
35	10279
20	38400
97	415
147	40825
356	29070
11	9646
262	3803
18021	176
461	6647
7622	1830
224	1689
33	7694
40	55259
40	7461
762	5202
40	34086
525	11448
816	15299
22	6927
800	7241
9	5308
117	57287
153	18779
1769	7761
183	17596
58	28829
247	10935
21	18544
1033	38
135	6218
177	14775
1423	11902
228	25391
69	21092
147	27258
2169	813
207	39130
1191	495
1006	4671
864	3990
131	31404
203	21161
300	1776
328	904
5739	1276
79	4806
195	8653
21	2252
7	8101
268	2306
2803	1272
944	2629
48	10133
1391	2525
199	29297
266	21900
166	30422
268	25971
1757	5367
223	35549
297	21375
255	13741
380	122
341	7309
40	8778
26	7079
17	52877
57	1346
78	12934
308	8069
518	2517
126	4961
552	15122
11	47268
3812	1423
613	1783
70	26528
54	14449
77	23256
132	11129
224	24929
63	46949
158	8687
635	13335
3212	2697
221	8902
20	5959
109	7803
101	5966
121	53867
8482	1496
2	20573
164	57011
2461	7001
197	47111
237	19308
165	2119
65535	42817
587	23228
289	51313
22	27027
5435	220
116	5305
694	2409
372	39319
617	515
15	31744
1189	1479
122	24208
3	7308
86	3124
194	3575
47	3452
8721	2178
347	26475
84	7914
197	1412
478	6812
408	22662
131	24482
68	24615
147	16538
297	28575
292	10709
504	734
0	10041
148	19098
1555	11534
252	12788
215	4397
44	5617
292	12953
10	43586
443	8844
76	918
463	24343
2925	1265
126	39823
709	33328
3321	598
410	3895
478	29146
14	34035
493	1602
47	35783
412	14982
127	6606
58	4012
39	600
1633	2983
514	6193
375	44954
125	25410
418	1773
623	20724
143	6369
119	13762
48	2813
391	4217
19	23724
35	1543
105	9832
100	38787
295	7561
164	24956
47575	277
334	10116
131	42958
3	5575
8	10660
1058	7328
242	12705
503	11274
380	4242
395	21398
704	2310
79	13567
80	8571
753	21242
11459	859
68	22938
863	4958
771	14868
735	5
104	8279
217	11071
491	27012
287	12220
55	10449
14	21469
8	20785
2	20583
96	11504
1152	2849
268	36902
0	3266
799	2523
574	3992
88	3819
1028	4375
217	21843
68	25009
712	5992
57	211
465	44198
1032	2070
6439	553
290	29159
2814	5886
276	18997
2432	2146
207	19518
66	19953
80	9259
1426	6896
172	585
251	16447
562	7408
146	45683
248	9450
78	32432
30	31876
48	38491
519	10908
66	2230
807	14774
1521	16372
226	37202
635	21179
499	9041
250	54832
155	10327
3511	100
401	24380
88	32604
27	28658
474	5675
13	24943
347	5511
11	24901
2557	2829
95	19621
239	26269
70	1066
27	36930
1570	9881
558	22370
1	26138
782	27934
194	26107
259	18784
178	4201
722	22171
36	15889
32	18226
103	39866
175	25786
9941	398
551	2711
798	15475
420	8933
199	583
146	35184
177	27179
4006	1891
33	3063
4726	672
293	9483
45	19042
226	14007
1768	9810
55	6040
1292	13282
42	282
318	5447
8	7032
488	8608
142	24524
669	15863
106	6768
12	31660
380	13603
1198	13380
114	17820
175	38259
456	160
195	25608
291	42248
310	10983
447	12670
142	34250
37	5032
12	27829
172	2055
219	54855
627	4771
201	6447
39	52982
1494	5259
9039	2338
19	15885
779	9962
78	4817
17	24596
207	5663
287	15491
235	34065
60	27892
916	9855
4	37996
2513	2601
583	30631
907	7182
332	9971
22	44053
410	3667
141	47419
249	5858
71	11042
310	33971
21	9557
282	8364
150	45841
1179	10112
403	10399
339	9634
188	32503
54	54513
1132	12127
141	40890
6870	1725
248	32937
82	20375
34	36987
1441	3331
4	41464
9	27834
915	984
74	16878
811	27
2209	1698
3003	5203
799	7064
127	11000
109	10629
25	439
7661	2680
1380	4064
0	15492
164	8439
68	11076
609	219
2073	444
121	14709
192	60416
1812	4319
87	26755
1775	6623
335	29580
134	4255
1170	7873
1208	3408
1226	1424
719	16305
14494	360
210	40081
35	4856
106	18374
174	29947
0	15792
28	3049
129	8515
305	9432
95	24158
781	3389
903	18353
77	7855
1541	755
187	17927
41	25968
1740	3338
577	5013
620	6099
46	18226
690	1286
348	6461
468	10510
815	268
327	356
90	18592
500	31639
5730	2240
261	16571
1	35991
185	8696
194	31487
27	0
136	493
17	6570
1010	569
178	1119
244	1082
58	29172
5651	384
197	52569
70	15349
15	3891
138	41598
240	31064
902	17226
3347	364
112	23539
169	22149
48	5066
29	16992
78	43042
252	25111
846	1425
33	44673
865	8374
9	20711
0	46579
776	10107
331	8395
108	13232
2981	860
1014	24665
322	34320
305	9432
5352	1464
563	6996
153	40362
103	6390
125	19741
469	4852
440	14872
125	5993
31	27615
929	17990
427	262
143	13638
647	9539
615	26966
113	27866
7	4778
141	20406
432	19599
58	6224
75	27358
26	13420
186	18864
111	11736
52	17057
229	6988
19	19128
264	11531
13	42965
62	36853
1430	5610
422	10214
11964	506
8	21949
20	9080
1006	2085
59	51513
2509	2943
103	26635
186	55366
50	3423
559	20982
913	2444
116	19890
468	3834
33088	32
543	10627
8	39619
144	7480
170	37802
5052	602
51	7770
58	57532
48	46384
322	10719
638	16919
77	52793
97	18526
306	1083
797	851
1518	387
1	2405
475	3243
2680	2600
313	5031
99	370
51	42734
5	1150
130	60514
108	19300
180	39635
162	31512
234	1728
99	26033
81	22019
121	34699
207	25008
16608	1585
310	11975
1357	3852
494	13488
76	12314
18	40921
43	41770
28080	48
306	166
5	292
668	7719
487	22156
47	3208
283	33994
863	1830
13	11723
106	18510
106	36697
21	11097
63	21765
152	42184
6	1153
1447	3430
215	9922
1711	2341
251	41629
342	7264
3	11479
687	24942
729	195
67	9653
1303	1635
838	12211
690	23080
162	5512
501	11107
584	1541
3334	135
177	26179
115	8521
231	1833
524	18267
23	6389
1404	14846
495	479
71	61952
541	14222
107	32891
106	75
273	14164
665	7507
73	6638
315	25303
216	10098
95	6583
1228	16294
658	7775
260	15824
7	51685
10	10274
35	47804
319	8901
93	12671
5	19897
10	20526
94	48177
715	30993
548	37624
1	12677
439	19096
450	566
428	11352
66	14863
155	25603
139	1976
126	5888
416	17961
759	4350
12	4380
1249	5129
263	34743
283	15636
8	22539
4	46410
1414	379
236	16017
14	4841
387	30731
247	26064
22	9850
1129	7349
18	9911
55	3639
31	7743
168	584
2119	5182
186	3519
441	9562
446	18096
188	42855
163	16312
752	5117
13069	143
155	9401
56	25694
80	654
1	24703
7585	37
63	23202
187	1786
770	11589
231	43400
141	20746
308	27275
17	22059
338	13999
144	13871
887	22187
202	2458
3626	273
219	14082
504	5274
332	22422
196	32999
8	22384
59	13292
510	7736
2011	2600
28	22059
490	1945
188	29086
3	11663
239	35245
24	25879
373	3369
583	8391
128	5838
96	1917
212	13530
11	52465
204	48401
206	23253
439	512
25	25848
498	6816
830	14388
254	50163
257	25046
767	28249
116	1186
27	6855
303	62982
53	27518
375	44118
41	765
115	775
1799	7358
117	3354
503	1977
498	27013
95	18100
208	45200
214	38164
14	22104
164	17491
173	22919
35	9040
196	2401
11	17900
771	5388
1700	2416
424	8267
968	11194
8978	1502
47	12199
155	19915
677	2850
202	30732
577	8979
66	347
568	41571
533	5420
9	9520
426	3153
165	352
62	47208
1	44057
624	135
277	10054
9	3417
337	29591
70	48358
8	13269
4	22737
932	477
1748	7857
131	34677
67	4658
416	5904
97	37686
330	10811
360	25430
132	647
207	24958
232	788
311	39886
124	5706
454	15328
128	4686
71	16856
300	16822
301	15032
189	52018
115	17083
412	12969
201	22913
6558	2111
38	1167
367	35765
403	25602
1330	1593
345	276
325	1422
188	33265
14	21545
369	3428
886	12247
434	4171
13915	1240
2831	4768
168	4866
39	48983
301	31518
269	27703
737	8091
66	14335
122	2685
93	14955
65535	38219
52834	132
190	44117
753	8079
38	51509
3185	3168
1547	829
376	7121
555	26097
105	33001
47	14320
0	28377
410	11594
373	4975
262	5828
766	3301
33	11315
82	16377
370	4239
343	3498
7	4523
9	34425
156	44487
155	11913
481	8791
74	27172
14	3073
1359	2305
830	16142
177	14438
317	10719
249	45646
3	20765
16	8657
1116	15094
2951	18
37	5197
211	13290
704	13409
432	42107
1297	425
6548	921
31	23071
262	6538
300	555
124	1448
145	29119
284	12930
80	29082
742	2836
314	2709
2148	6331
142	21845
14	41658
2499	3273
123	32637
21	26718
102	38615
69	125
143	34811
39	7767
842	107
